doc_id,documented_long_name,documented_level,normalized_level,level_alias_applied,source_var,documented_units,first_version_available,analysis_or_forecast,run_type,documentation_notes,matched_source_registry_rows,matched_families,matched_registry_levels,matched_registry_long_names
127,Pressure at the highest tropospheric freezing level,highest_tropospheric_freezing_level,highest_tropospheric_freezing_level,0,PRES,Pa,V3,both,fcst,,1,sfc,highest_tropospheric_freezing_level,highest_tropospheric_freezing_level/PRES
128,Relative Humidity at the highest tropospheric freezing level,highest_tropospheric_freezing_level,highest_tropospheric_freezing_level,0,RH,%,V3,both,anl,,2,"prs,sfc",highest_tropospheric_freezing_level,highest_tropospheric_freezing_level/RH
128,Relative Humidity at the highest tropospheric freezing level,highest_tropospheric_freezing_level,highest_tropospheric_freezing_level,0,RH,%,V3,both,fcst,,1,sfc,highest_tropospheric_freezing_level,highest_tropospheric_freezing_level/RH
129,Geopotential Height,level_of_adiabatic_condensation_from_sfc,level_of_adiabatic_condensation_from_sfc,0,HGT,gpm,V3,both,anl,,2,"prs,sfc",level_of_adiabatic_condensation_from_sfc,level_of_adiabatic_condensation_from_sfc/HGT
129,Geopotential Height,level_of_adiabatic_condensation_from_sfc,level_of_adiabatic_condensation_from_sfc,0,HGT,gpm,V3,both,fcst,,1,sfc,level_of_adiabatic_condensation_from_sfc,level_of_adiabatic_condensation_from_sfc/HGT
130,Low Cloud Cover,low_cloud_layer,low_cloud_layer,0,LCDC,%,V3,both,anl,,2,"prs,sfc",low_cloud_layer,low_cloud_layer/LCDC
130,Low Cloud Cover,low_cloud_layer,low_cloud_layer,0,LCDC,%,V3,both,fcst,,1,sfc,low_cloud_layer,low_cloud_layer/LCDC
131,Mean Sea Level Pressure,mean_sea_level,mean_sea_level,0,MSLMA,Pa,V3,both,anl,,2,"prs,sfc",mean_sea_level,mean_sea_level/MSLMA
131,Mean Sea Level Pressure,mean_sea_level,mean_sea_level,0,MSLMA,Pa,V3,both,fcst,,1,sfc,mean_sea_level,mean_sea_level/MSLMA
132,Middle Cloud Cover,middle_cloud_layer,middle_cloud_layer,0,MCDC,%,V3,both,anl,,2,"prs,sfc",middle_cloud_layer,middle_cloud_layer/MCDC
132,Middle Cloud Cover,middle_cloud_layer,middle_cloud_layer,0,MCDC,%,V3,both,fcst,,1,sfc,middle_cloud_layer,middle_cloud_layer/MCDC
133,Height of the Level of Free Convection,no_level,no_level,0,HGT,m,V4,both,anl,,0,,,
133,Height of the Level of Free Convection,no_level,no_level,0,HGT,m,V4,both,fcst,,0,,,
134,Visibility,surface,surface,0,VIS,m,V3,both,anl,,2,"prs,sfc",surface,surface/VIS
134,Visibility,surface,surface,0,VIS,m,V3,both,fcst,,1,sfc,surface,surface/VIS
135,Wind Gust,surface,surface,0,GUST,m/s,V3,both,anl,,2,"prs,sfc",surface,surface/GUST
135,Wind Gust,surface,surface,0,GUST,m/s,V3,both,fcst,,1,sfc,surface,surface/GUST
136,Hail,surface,surface,0,HAIL_max_fcst,m,V4,anl,anl,,1,sfc,surface,surface/HAIL_max_fcst
137,Hail,surface,surface,0,HAIL_1hr_max_fcst,m,V4,fcst,fcst,,1,sfc,surface,surface/HAIL_1hr_max_fcst
138,Pressure,surface,surface,0,PRES,Pa,V3,both,anl,,2,"prs,sfc",surface,surface/PRES
138,Pressure,surface,surface,0,PRES,Pa,V3,both,fcst,,1,sfc,surface,surface/PRES
139,Geopotential Height,surface,surface,0,HGT,gpm,V3,both,anl,,2,"prs,sfc",surface,surface/HGT
139,Geopotential Height,surface,surface,0,HGT,gpm,V3,both,fcst,,1,sfc,surface,surface/HGT
140,Temperature,surface,surface,0,TMP,K,V3,both,anl,,2,"prs,sfc",surface,surface/TMP
140,Temperature,surface,surface,0,TMP,K,V3,both,fcst,,1,sfc,surface,surface/TMP
141,Total Snowfall,surface,surface,0,ASNOW_acc_fcst,m,V3,both,anl,,2,"prs,sfc",surface,surface/ASNOW_acc_fcst
141,Total Snowfall,surface,surface,0,ASNOW_acc_fcst,m,V3,both,fcst,,1,sfc,surface,surface/ASNOW_acc_fcst
142,Total Snowfall,surface,surface,0,ASNOW_1hr_acc_fcst,m,V3,fcst,fcst,,1,sfc,surface,surface/ASNOW_1hr_acc_fcst
143,Plant Canopy Surface Water,surface,surface,0,CNWAT,kg/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/CNWAT
143,Plant Canopy Surface Water,surface,surface,0,CNWAT,kg/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/CNWAT
144,Cloud Forcing Net Solar Flux,surface,surface,0,CFNSF,W/m<sup>2</sup>,V3,both,anl,Fire radiative power,2,"prs,sfc",surface,surface/CFNSF
144,Cloud Forcing Net Solar Flux,surface,surface,0,CFNSF,W/m<sup>2</sup>,V3,both,fcst,Fire radiative power,1,sfc,surface,surface/CFNSF
145,Water Equivalent of Accumulated Snow Depth,surface,surface,0,WEASD,kg/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/WEASD
145,Water Equivalent of Accumulated Snow Depth,surface,surface,0,WEASD,kg/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/WEASD
146,Water Equivalent of Accumulated Snow Depth UTC Day,surface,surface,0,WEASD_acc_fcst,kg/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/WEASD_acc_fcst
146,Water Equivalent of Accumulated Snow Depth UTC Day,surface,surface,0,WEASD_acc_fcst,kg/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/WEASD_acc_fcst
147,Water Equivalent of Accumulated Snow Depth UTC Day,surface,surface,0,WEASD_1hr_acc_fcst,kg/m<sup>2</sup>,V3,fcst,fcst,,1,sfc,surface,surface/WEASD_1hr_acc_fcst
148,Snow Cover,surface,surface,0,SNOWC,%,V3,both,anl,,2,"prs,sfc",surface,surface/SNOWC
148,Snow Cover,surface,surface,0,SNOWC,%,V3,both,fcst,,1,sfc,surface,surface/SNOWC
149,Snow Depth,surface,surface,0,SNOD,m,V3,both,anl,,2,"prs,sfc",surface,surface/SNOD
149,Snow Depth,surface,surface,0,SNOD,m,V3,both,fcst,,1,sfc,surface,surface/SNOD
150,Percent Frozen Precipitation,surface,surface,0,CPOFP,%,V3,both,anl,,2,"prs,sfc",surface,surface/CPOFP
150,Percent Frozen Precipitation,surface,surface,0,CPOFP,%,V3,both,fcst,,1,sfc,surface,surface/CPOFP
151,Precipitation Rate,surface,surface,0,PRATE,kg/(m<sup>2</sup> s),V3,both,anl,,2,"prs,sfc",surface,surface/PRATE
151,Precipitation Rate,surface,surface,0,PRATE,kg/(m<sup>2</sup> s),V3,both,fcst,,1,sfc,surface,surface/PRATE
152,Total Precipitation UTC day,surface,surface,0,APCP_acc_fcst,kg/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/APCP_acc_fcst
152,Total Precipitation UTC day,surface,surface,0,APCP_acc_fcst,kg/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/APCP_acc_fcst
153,Total Precipitation UTC day,surface,surface,0,APCP_1hr_acc_fcst,kg/m<sup>2</sup>,V3,fcst,fcst,,1,sfc,surface,surface/APCP_1hr_acc_fcst
154,Frozen RainUTC day,surface,surface,0,FROZR_acc_fcst,kg/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/FROZR_acc_fcst
154,Frozen RainUTC day,surface,surface,0,FROZR_acc_fcst,kg/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/FROZR_acc_fcst
155,Frozen RainUTC day,surface,surface,0,FROZR_1hr_acc_fcst,kg/m<sup>2</sup>,V3,fcst,fcst,,1,sfc,surface,surface/FROZR_1hr_acc_fcst
156,Freezing Rain UTC day,surface,surface,0,FRZR_acc_fcst,kg/m<sup>2</sup>,V4,both,anl,,2,"prs,sfc",surface,surface/FRZR_acc_fcst
156,Freezing Rain UTC day,surface,surface,0,FRZR_acc_fcst,kg/m<sup>2</sup>,V4,both,fcst,,1,sfc,surface,surface/FRZR_acc_fcst
157,Freezing Rain UTC day,surface,surface,0,FRZR_1hr_acc_fcst,kg/m<sup>2</sup>,V4,fcst,fcst,,1,sfc,surface,surface/FRZR_1hr_acc_fcst
158,Storm Surface Runoff,surface,surface,0,SSRUN_acc_fcst,kg/m<sup>2</sup>,V3,anl,anl,,2,"prs,sfc",surface,surface/SSRUN_acc_fcst
159,Storm Surface Runoff,surface,surface,0,SSRUN_1hr_acc_fcst,kg/m<sup>2</sup>,V3,fcst,fcst,,1,sfc,surface,surface/SSRUN_1hr_acc_fcst
160,Baseflow-Groundwater,surface,surface,0,BGRUN_acc_fcst,kg/m<sup>2</sup>,V3,anl,anl,,2,"prs,sfc",surface,surface/BGRUN_acc_fcst
161,Baseflow-Groundwater,surface,surface,0,BGRUN_1hr_acc_fcst,kg/m<sup>2</sup>,V3,fcst,fcst,,1,sfc,surface,surface/BGRUN_1hr_acc_fcst
162,Categorical Snow,surface,surface,0,CSNOW,,V3,both,anl,,2,"prs,sfc",surface,surface/CSNOW
162,Categorical Snow,surface,surface,0,CSNOW,,V3,both,fcst,,1,sfc,surface,surface/CSNOW
163,Categorical Ice Pellets,surface,surface,0,CICEP,,V3,both,anl,,2,"prs,sfc",surface,surface/CICEP
163,Categorical Ice Pellets,surface,surface,0,CICEP,,V3,both,fcst,,1,sfc,surface,surface/CICEP
164,Categorical Freezing Rain,surface,surface,0,CFRZR,,V3,both,anl,,2,"prs,sfc",surface,surface/CFRZR
164,Categorical Freezing Rain,surface,surface,0,CFRZR,,V3,both,fcst,,1,sfc,surface,surface/CFRZR
165,Categorical Rain,surface,surface,0,CRAIN,,V3,both,anl,,2,"prs,sfc",surface,surface/CRAIN
165,Categorical Rain,surface,surface,0,CRAIN,,V3,both,fcst,,1,sfc,surface,surface/CRAIN
166,Surface Roughness,surface,surface,0,SFCR,m,V3,both,anl,,2,"prs,sfc",surface,surface/SFCR
166,Surface Roughness,surface,surface,0,SFCR,m,V3,both,fcst,,1,sfc,surface,surface/SFCR
167,Frictional Velocity,surface,surface,0,FRICV,m/s,V3,both,anl,,2,"prs,sfc",surface,surface/FRICV
167,Frictional Velocity,surface,surface,0,FRICV,m/s,V3,both,fcst,,1,sfc,surface,surface/FRICV
168,Sensible Heat Net Flux,surface,surface,0,SHTFL,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/SHTFL
168,Sensible Heat Net Flux,surface,surface,0,SHTFL,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/SHTFL
169,Latent Heat Net Flux,surface,surface,0,LHTFL,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/LHTFL
169,Latent Heat Net Flux,surface,surface,0,LHTFL,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/LHTFL
170,Vegetation,surface,surface,0,VEG,%,V4,both,anl,,1,sfc,surface,surface/VEG
170,Vegetation,surface,surface,0,VEG,%,V4,both,fcst,,1,sfc,surface,surface/VEG
171,Annual Maximum Vegetation Fraction,surface,surface,0,MXVEG,,V4,both,anl,,0,,,
171,Annual Maximum Vegetation Fraction,surface,surface,0,MXVEG,,V4,both,fcst,,0,,,
172,Annual Minimum Vegetation Fraction,surface,surface,0,MNVEG,,V4,both,anl,,0,,,
172,Annual Minimum Vegetation Fraction,surface,surface,0,MNVEG,,V4,both,fcst,,0,,,
173,Leaf Area Index,surface,surface,0,LAI,,V4,both,anl,,1,sfc,surface,surface/LAI
173,Leaf Area Index,surface,surface,0,LAI,,V4,both,fcst,,1,sfc,surface,surface/LAI
174,Ground Heat Flux,surface,surface,0,GFLUX,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/GFLUX
174,Ground Heat Flux,surface,surface,0,GFLUX,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/GFLUX
175,Vegetation Type,surface,surface,0,VGTYP,,V3,both,anl,,2,"prs,sfc",surface,surface/VGTYP
175,Vegetation Type,surface,surface,0,VGTYP,,V3,both,fcst,,1,sfc,surface,surface/VGTYP
176,Convective Available Potential Energy,surface,surface,0,CAPE,J/kg,V3,both,anl,,2,"prs,sfc",surface,surface/CAPE
176,Convective Available Potential Energy,surface,surface,0,CAPE,J/kg,V3,both,fcst,,1,sfc,surface,surface/CAPE
177,Convective Inhibition,surface,surface,0,CIN,J/kg,V3,both,anl,,2,"prs,sfc",surface,surface/CIN
177,Convective Inhibition,surface,surface,0,CIN,J/kg,V3,both,fcst,,1,sfc,surface,surface/CIN
178,Upward Long-Wave Rad. Flux,surface,surface,0,ULWRF,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/ULWRF
178,Upward Long-Wave Rad. Flux,surface,surface,0,ULWRF,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/ULWRF
179,Upward Short-Wave Rad. Flux,surface,surface,0,USWRF,W/m<sup>2</sup>,V3,both,anl,fcst data empty due to iris-grib #265,2,"prs,sfc",surface,surface/USWRF
179,Upward Short-Wave Rad. Flux,surface,surface,0,USWRF,W/m<sup>2</sup>,V3,both,fcst,fcst data empty due to iris-grib #265,1,sfc,surface,surface/USWRF
180,Downward Long-Wave Rad. Flux,surface,surface,0,DLWRF,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",surface,surface/DLWRF
180,Downward Long-Wave Rad. Flux,surface,surface,0,DLWRF,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,surface,surface/DLWRF
181,Downward Short-Wave Rad. Flux,surface,surface,0,DSWRF,W/m<sup>2</sup>,V3,both,anl,fcst data empty due to iris-grib #265,2,"prs,sfc",surface,surface/DSWRF
181,Downward Short-Wave Rad. Flux,surface,surface,0,DSWRF,W/m<sup>2</sup>,V3,both,fcst,fcst data empty due to iris-grib #265,1,sfc,surface,surface/DSWRF
182,Visible Beam Downward Solar Flux,surface,surface,0,VBDSF,W/m<sup>2</sup>,V3,both,anl,fcst data empty due to iris-grib #265,2,"prs,sfc",surface,surface/VBDSF
182,Visible Beam Downward Solar Flux,surface,surface,0,VBDSF,W/m<sup>2</sup>,V3,both,fcst,fcst data empty due to iris-grib #265,1,sfc,surface,surface/VBDSF
183,Visible Diffuse Downward Solar Flux,surface,surface,0,VDDSF,W/m<sup>2</sup>,V3,both,anl,fcst data empty due to iris-grib #265,2,"prs,sfc",surface,surface/VDDSF
183,Visible Diffuse Downward Solar Flux,surface,surface,0,VDDSF,W/m<sup>2</sup>,V3,both,fcst,fcst data empty due to iris-grib #265,1,sfc,surface,surface/VDDSF
184,Planetary Boundary Layer Height,surface,surface,0,HPBL,m,V3,both,anl,,2,"prs,sfc",surface,surface/HPBL
184,Planetary Boundary Layer Height,surface,surface,0,HPBL,m,V3,both,fcst,,1,sfc,surface,surface/HPBL
185,"Land Cover (0=sea, 1=land)",surface,surface,0,LAND,Proportion,V3,both,anl,,2,"prs,sfc",surface,surface/LAND
185,"Land Cover (0=sea, 1=land)",surface,surface,0,LAND,Proportion,V3,both,fcst,,1,sfc,surface,surface/LAND
186,Ice Cover,surface,surface,0,ICEC,Proportion,V3,both,anl,,2,"prs,sfc",surface,surface/ICEC
186,Ice Cover,surface,surface,0,ICEC,Proportion,V3,both,fcst,,1,sfc,surface,surface/ICEC
187,Upward Long-Wave Rad. Flux,top_of_atmosphere,top_of_atmosphere,0,ULWRF,W/m<sup>2</sup>,V3,both,anl,,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/ULWRF
187,Upward Long-Wave Rad. Flux,top_of_atmosphere,top_of_atmosphere,0,ULWRF,W/m<sup>2</sup>,V3,both,fcst,,1,sfc,top_of_atmosphere,top_of_atmosphere/ULWRF
188,Upward Short-Wave Rad. Flux,top_of_atmosphere,top_of_atmosphere,0,USWRF,W/m<sup>2</sup>,V3,both,anl,fcst data empty due to iris-grib #265,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/USWRF
188,Upward Short-Wave Rad. Flux,top_of_atmosphere,top_of_atmosphere,0,USWRF,W/m<sup>2</sup>,V3,both,fcst,fcst data empty due to iris-grib #265,1,sfc,top_of_atmosphere,top_of_atmosphere/USWRF
189,"Simulated Brightness Temperature for GOES 11, Channel 3",top_of_atmosphere,top_of_atmosphere,0,SBT113,K,V3,both,anl,,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/SBT113
189,"Simulated Brightness Temperature for GOES 11, Channel 3",top_of_atmosphere,top_of_atmosphere,0,SBT113,K,V3,both,fcst,,1,sfc,top_of_atmosphere,top_of_atmosphere/SBT113
190,"Simulated Brightness Temperature for GOES 11, Channel 4",top_of_atmosphere,top_of_atmosphere,0,SBT114,K,V3,both,anl,,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/SBT114
190,"Simulated Brightness Temperature for GOES 11, Channel 4",top_of_atmosphere,top_of_atmosphere,0,SBT114,K,V3,both,fcst,,1,sfc,top_of_atmosphere,top_of_atmosphere/SBT114
191,"Simulated Brightness Temperature for GOES 12, Channel 3",top_of_atmosphere,top_of_atmosphere,0,SBT123,K,V3,both,anl,,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/SBT123
191,"Simulated Brightness Temperature for GOES 12, Channel 3",top_of_atmosphere,top_of_atmosphere,0,SBT123,K,V3,both,fcst,,1,sfc,top_of_atmosphere,top_of_atmosphere/SBT123
192,"Simulated Brightness Temperature for GOES 12, Channel 4",top_of_atmosphere,top_of_atmosphere,0,SBT124,K,V3,both,anl,,2,"prs,sfc",top_of_atmosphere,top_of_atmosphere/SBT124
192,"Simulated Brightness Temperature for GOES 12, Channel 4",top_of_atmosphere,top_of_atmosphere,0,SBT124,K,V3,both,fcst,,1,sfc,top_of_atmosphere,top_of_atmosphere/SBT124
